date,game_type,home_team ,score_for,away team,score_against
1970-02-03,regular_season,Baltimore Bullets,115,Seattle SuperSonics,120
1970-02-03,regular_season,Boston Celtics,93,Chicago Bulls,85
1970-02-03,regular_season,Cincinnati Royals,114,Los Angeles Lakers,124
1970-02-03,regular_season,New York Knicks,118,San Francisco Warriors,98
1970-02-03,regular_season,Phoenix Suns,131,Philadelphia 76ers,123
1970-02-04,regular_season,Atlanta Hawks,111,New York Knicks,96
1970-02-04,regular_season,Cincinnati Royals,115,Seattle SuperSonics,121
1970-02-04,regular_season,Detroit Pistons,125,Los Angeles Lakers,109
1970-02-04,regular_season,San Diego Rockets,123,Milwaukee Bucks,141
1970-02-05,regular_season,Chicago Bulls,105,San Francisco Warriors,127
1970-02-06,regular_season,Atlanta Hawks,104,Chicago Bulls,93
1970-02-06,regular_season,Baltimore Bullets,153,Detroit Pistons,148
1970-02-06,regular_season,Boston Celtics,127,Seattle SuperSonics,117
1970-02-06,regular_season,Cincinnati Royals,92,New York Knicks,135
1970-02-06,regular_season,Los Angeles Lakers,105,Milwaukee Bucks,118
1970-02-06,regular_season,Phoenix Suns,122,San Francisco Warriors,117
1970-02-06,regular_season,San Diego Rockets,124,Philadelphia 76ers,129
1970-02-07,regular_season,Detroit Pistons,113,Seattle SuperSonics,109
1970-02-07,regular_season,New York Knicks,121,Cincinnati Royals,114
1970-02-07,regular_season,Phoenix Suns,121,Los Angeles Lakers,117
1970-02-07,regular_season,San Francisco Warriors,111,Philadelphia 76ers,115
1970-02-08,regular_season,Baltimore Bullets,120,Milwaukee Bucks,106
1970-02-08,regular_season,Boston Celtics,130,Cincinnati Royals,117
1970-02-08,regular_season,Chicago Bulls,117,Atlanta Hawks,107
1970-02-08,regular_season,Los Angeles Lakers,125,San Diego Rockets,113
1970-02-08,regular_season,Seattle SuperSonics,118,Philadelphia 76ers,117
1970-02-10,regular_season,Boston Celtics,117,Phoenix Suns,122
1970-02-10,regular_season,Detroit Pistons,115,Cincinnati Royals,117
1970-02-10,regular_season,Los Angeles Lakers,106,Baltimore Bullets,111
1970-02-10,regular_season,Philadelphia 76ers,131,Milwaukee Bucks,139
1970-02-10,regular_season,San Francisco Warriors,113,Atlanta Hawks,104
1970-02-11,regular_season,Cincinnati Royals,124,Detroit Pistons,113
1970-02-11,regular_season,Milwaukee Bucks,127,Phoenix Suns,120
1970-02-11,regular_season,New York Knicks,118,Boston Celtics,125
1970-02-11,regular_season,San Diego Rockets,131,Atlanta Hawks,155
1970-02-11,regular_season,San Francisco Warriors,115,Los Angeles Lakers,125
1970-02-11,regular_season,Seattle SuperSonics,119,Baltimore Bullets,117
1970-02-12,regular_season,Chicago Bulls,122,Phoenix Suns,121
1970-02-12,regular_season,Los Angeles Lakers,136,Atlanta Hawks,114
1970-02-13,regular_season,Detroit Pistons,132,Phoenix Suns,120
1970-02-13,regular_season,Philadelphia 76ers,106,New York Knicks,151
1970-02-13,regular_season,San Francisco Warriors,110,Cincinnati Royals,128
1970-02-13,regular_season,Seattle SuperSonics,141,Baltimore Bullets,138
1970-02-14,regular_season,Chicago Bulls,116,Los Angeles Lakers,113
1970-02-14,regular_season,Milwaukee Bucks,127,Boston Celtics,117
1970-02-14,regular_season,New York Knicks,116,Philadelphia 76ers,114
1970-02-14,regular_season,San Diego Rockets,141,San Francisco Warriors,123
1970-02-15,regular_season,Atlanta Hawks,146,Boston Celtics,125
1970-02-15,regular_season,Detroit Pistons,126,Chicago Bulls,119
1970-02-15,regular_season,Milwaukee Bucks,96,Los Angeles Lakers,98
1970-02-15,regular_season,Philadelphia 76ers,159,Phoenix Suns,125
1970-02-15,regular_season,San Diego Rockets,150,Cincinnati Royals,123
1970-02-16,regular_season,Baltimore Bullets,140,San Diego Rockets,109
1970-02-16,regular_season,Boston Celtics,117,San Francisco Warriors,114
1970-02-17,regular_season,New York Knicks,114,Los Angeles Lakers,93
1970-02-17,regular_season,Seattle SuperSonics,118,Phoenix Suns,129
1970-02-18,regular_season,Atlanta Hawks,139,Cincinnati Royals,125
1970-02-18,regular_season,Baltimore Bullets,117,Los Angeles Lakers,103
1970-02-18,regular_season,Phoenix Suns,113,Boston Celtics,116
1970-02-18,regular_season,San Diego Rockets,122,Seattle SuperSonics,119
1970-02-18,regular_season,San Francisco Warriors,102,Milwaukee Bucks,109
1970-02-19,regular_season,Detroit Pistons,114,Philadelphia 76ers,133
1970-02-20,regular_season,Baltimore Bullets,119,Detroit Pistons,122
1970-02-20,regular_season,Chicago Bulls,126,Philadelphia 76ers,119
1970-02-20,regular_season,Los Angeles Lakers,119,Milwaukee Bucks,114
1970-02-20,regular_season,Phoenix Suns,126,San Diego Rockets,117
1970-02-20,regular_season,Seattle SuperSonics,125,Boston Celtics,127
1970-02-21,regular_season,Cincinnati Royals,127,Chicago Bulls,119
1970-02-21,regular_season,Detroit Pistons,110,Philadelphia 76ers,112
1970-02-21,regular_season,Milwaukee Bucks,140,Seattle SuperSonics,127
1970-02-21,regular_season,New York Knicks,106,Atlanta Hawks,122
1970-02-21,regular_season,San Diego Rockets,121,Los Angeles Lakers,106
1970-02-21,regular_season,San Francisco Warriors,116,Boston Celtics,111
1970-02-22,regular_season,Atlanta Hawks,114,Detroit Pistons,116
1970-02-22,regular_season,Baltimore Bullets,110,New York Knicks,104
1970-02-22,regular_season,Cincinnati Royals,136,Philadelphia 76ers,116
1970-02-22,regular_season,Los Angeles Lakers,108,Boston Celtics,96
1970-02-22,regular_season,Phoenix Suns,124,Milwaukee Bucks,144
1970-02-22,regular_season,Seattle SuperSonics,131,San Francisco Warriors,127
1970-02-23,regular_season,Chicago Bulls,127,San Diego Rockets,125
1970-02-24,regular_season,Baltimore Bullets,128,San Diego Rockets,118
1970-02-24,regular_season,Detroit Pistons,136,Milwaukee Bucks,111
1970-02-24,regular_season,Los Angeles Lakers,106,Atlanta Hawks,118
1970-02-24,regular_season,New York Knicks,121,Phoenix Suns,105
1970-02-24,regular_season,Seattle SuperSonics,130,San Francisco Warriors,122
1970-02-25,regular_season,Boston Celtics,147,San Diego Rockets,124
1970-02-25,regular_season,Milwaukee Bucks,115,Baltimore Bullets,113
1970-02-25,regular_season,Philadelphia 76ers,122,Detroit Pistons,105
1970-02-25,regular_season,San Francisco Warriors,104,Chicago Bulls,112
1970-02-25,regular_season,Seattle SuperSonics,120,Atlanta Hawks,112
1970-02-26,regular_season,Detroit Pistons,123,Phoenix Suns,131
1970-02-27,regular_season,Baltimore Bullets,114,Atlanta Hawks,107
1970-02-27,regular_season,Boston Celtics,125,Phoenix Suns,134
1970-02-27,regular_season,Los Angeles Lakers,111,Chicago Bulls,101
1970-02-27,regular_season,Milwaukee Bucks,131,Detroit Pistons,113
1970-02-27,regular_season,Philadelphia 76ers,125,San Diego Rockets,111
1970-02-27,regular_season,San Francisco Warriors,99,Seattle SuperSonics,107
1970-02-28,regular_season,New York Knicks,115,Baltimore Bullets,101
1970-02-28,regular_season,Seattle SuperSonics,140,Chicago Bulls,104
1970-03-01,regular_season,Atlanta Hawks,98,Phoenix Suns,109
1970-03-01,regular_season,Boston Celtics,114,Los Angeles Lakers,120
1970-03-01,regular_season,Detroit Pistons,116,San Francisco Warriors,99
1970-03-01,regular_season,Milwaukee Bucks,120,Cincinnati Royals,114
1970-03-01,regular_season,Philadelphia 76ers,104,Baltimore Bullets,99
1970-03-01,regular_season,San Diego Rockets,135,Chicago Bulls,122
1970-03-02,regular_season,Baltimore Bullets,118,Cincinnati Royals,110
1970-03-03,regular_season,Atlanta Hawks,101,Los Angeles Lakers,93
1970-03-03,regular_season,Milwaukee Bucks,127,Philadelphia 76ers,116
1970-03-03,regular_season,New York Knicks,115,San Francisco Warriors,100
1970-03-03,regular_season,Phoenix Suns,111,Chicago Bulls,123
1970-03-03,regular_season,Seattle SuperSonics,126,San Diego Rockets,114
1970-03-04,regular_season,Baltimore Bullets,91,Los Angeles Lakers,94
1970-03-04,regular_season,Boston Celtics,115,San Francisco Warriors,110
1970-03-04,regular_season,San Diego Rockets,125,Cincinnati Royals,127
1970-03-05,regular_season,Milwaukee Bucks,117,Atlanta Hawks,126
1970-03-06,regular_season,Detroit Pistons,118,Milwaukee Bucks,121
1970-03-06,regular_season,Los Angeles Lakers,100,Baltimore Bullets,105
1970-03-06,regular_season,New York Knicks,107,San Diego Rockets,103
1970-03-06,regular_season,Philadelphia 76ers,150,Boston Celtics,134
1970-03-06,regular_season,San Francisco Warriors,107,Phoenix Suns,97
1970-03-06,regular_season,Seattle SuperSonics,126,Cincinnati Royals,122
1970-03-07,regular_season,Detroit Pistons,134,San Diego Rockets,126
1970-03-07,regular_season,Philadelphia 76ers,104,New York Knicks,111
1970-03-07,regular_season,San Francisco Warriors,119,Cincinnati Royals,121
1970-03-08,regular_season,Boston Celtics,134,Milwaukee Bucks,138
1970-03-08,regular_season,Los Angeles Lakers,144,Cincinnati Royals,116
1970-03-08,regular_season,New York Knicks,116,Philadelphia 76ers,133
1970-03-08,regular_season,Phoenix Suns,130,Atlanta Hawks,119
1970-03-08,regular_season,Seattle SuperSonics,106,Baltimore Bullets,109
1970-03-09,regular_season,Milwaukee Bucks,124,Seattle SuperSonics,105
1970-03-09,regular_season,Philadelphia 76ers,131,San Diego Rockets,112
1970-03-10,regular_season,Atlanta Hawks,140,Milwaukee Bucks,127
1970-03-10,regular_season,Chicago Bulls,111,San Diego Rockets,106
1970-03-10,regular_season,Detroit Pistons,115,Boston Celtics,112
1970-03-10,regular_season,Los Angeles Lakers,106,San Francisco Warriors,104
1970-03-10,regular_season,New York Knicks,117,Seattle SuperSonics,99
1970-03-11,regular_season,Atlanta Hawks,122,San Diego Rockets,121
1970-03-11,regular_season,Cincinnati Royals,127,Boston Celtics,144
1970-03-11,regular_season,San Francisco Warriors,115,Baltimore Bullets,112
1970-03-12,regular_season,Cincinnati Royals,165,San Diego Rockets,151
1970-03-13,regular_season,Chicago Bulls,134,Boston Celtics,113
1970-03-13,regular_season,Los Angeles Lakers,128,Philadelphia 76ers,117
1970-03-13,regular_season,New York Knicks,103,Seattle SuperSonics,115
1970-03-13,regular_season,San Francisco Warriors,108,Baltimore Bullets,114
1970-03-14,regular_season,Chicago Bulls,111,Detroit Pistons,96
1970-03-14,regular_season,San Diego Rockets,103,New York Knicks,119
1970-03-15,regular_season,Atlanta Hawks,126,Phoenix Suns,111
1970-03-15,regular_season,Boston Celtics,127,Baltimore Bullets,130
1970-03-15,regular_season,Chicago Bulls,130,Milwaukee Bucks,107
1970-03-15,regular_season,Cincinnati Royals,116,Seattle SuperSonics,113
1970-03-15,regular_season,Los Angeles Lakers,106,New York Knicks,101
1970-03-15,regular_season,San Diego Rockets,137,Philadelphia 76ers,128
1970-03-16,regular_season,Chicago Bulls,142,Cincinnati Royals,140
1970-03-17,regular_season,Chicago Bulls,102,Seattle SuperSonics,109
1970-03-17,regular_season,Detroit Pistons,106,New York Knicks,122
1970-03-17,regular_season,Philadelphia 76ers,125,Atlanta Hawks,128
1970-03-17,regular_season,Phoenix Suns,133,San Francisco Warriors,121
1970-03-17,regular_season,San Diego Rockets,125,Boston Celtics,117
1970-03-18,regular_season,Baltimore Bullets,113,Philadelphia 76ers,119
1970-03-18,regular_season,Los Angeles Lakers,122,Boston Celtics,137
1970-03-18,regular_season,New York Knicks,108,Milwaukee Bucks,116
1970-03-19,regular_season,Phoenix Suns,127,Boston Celtics,123
1970-03-19,regular_season,San Diego Rockets,132,Detroit Pistons,118
1970-03-20,regular_season,Atlanta Hawks,110,New York Knicks,102
1970-03-20,regular_season,Boston Celtics,119,Seattle SuperSonics,123
1970-03-20,regular_season,Chicago Bulls,131,Baltimore Bullets,138
1970-03-20,regular_season,Cincinnati Royals,111,San Francisco Warriors,118
1970-03-20,regular_season,Los Angeles Lakers,117,Detroit Pistons,111
1970-03-20,regular_season,Philadelphia 76ers,112,Milwaukee Bucks,138
1970-03-20,regular_season,Phoenix Suns,127,San Diego Rockets,104
1970-03-21,regular_season,Baltimore Bullets,127,San Francisco Warriors,123
1970-03-21,regular_season,New York Knicks,120,Cincinnati Royals,136
1970-03-22,regular_season,Boston Celtics,115,New York Knicks,112
1970-03-22,regular_season,Chicago Bulls,129,Milwaukee Bucks,115
1970-03-22,regular_season,Detroit Pistons,126,Atlanta Hawks,130
1970-03-22,regular_season,Los Angeles Lakers,121,Seattle SuperSonics,118
1970-03-22,regular_season,Philadelphia 76ers,132,San Francisco Warriors,112
1970-03-22,regular_season,San Diego Rockets,129,Phoenix Suns,130
1970-03-25,playoffs,Atlanta Hawks,129,Chicago Bulls,111
1970-03-25,playoffs,Los Angeles Lakers,128,Phoenix Suns,112
1970-03-25,playoffs,Milwaukee Bucks,125,Philadelphia 76ers,118
1970-03-26,playoffs,New York Knicks,120,Baltimore Bullets,117
1970-03-27,playoffs,Baltimore Bullets,99,New York Knicks,106
1970-03-27,playoffs,Milwaukee Bucks,105,Philadelphia 76ers,112
1970-03-28,playoffs,Atlanta Hawks,124,Chicago Bulls,104
1970-03-29,playoffs,Los Angeles Lakers,101,Phoenix Suns,114
1970-03-29,playoffs,New York Knicks,113,Baltimore Bullets,127
1970-03-30,playoffs,Philadelphia 76ers,120,Milwaukee Bucks,156
1970-03-31,playoffs,Baltimore Bullets,102,New York Knicks,92
1970-03-31,playoffs,Chicago Bulls,101,Atlanta Hawks,106
1970-04-01,playoffs,Philadelphia 76ers,111,Milwaukee Bucks,118
1970-04-02,playoffs,New York Knicks,101,Baltimore Bullets,80
1970-04-02,playoffs,Phoenix Suns,112,Los Angeles Lakers,98
1970-04-03,playoffs,Chicago Bulls,131,Atlanta Hawks,120
1970-04-03,playoffs,Milwaukee Bucks,115,Philadelphia 76ers,106
1970-04-04,playoffs,Phoenix Suns,112,Los Angeles Lakers,102
1970-04-05,playoffs,Atlanta Hawks,113,Chicago Bulls,107
1970-04-05,playoffs,Baltimore Bullets,96,New York Knicks,87
1970-04-05,playoffs,Los Angeles Lakers,138,Phoenix Suns,121
1970-04-06,playoffs,New York Knicks,127,Baltimore Bullets,114
1970-04-07,playoffs,Phoenix Suns,93,Los Angeles Lakers,104
1970-04-09,playoffs,Los Angeles Lakers,129,Phoenix Suns,94
1970-04-11,playoffs,New York Knicks,110,Milwaukee Bucks,102
1970-04-12,playoffs,Atlanta Hawks,115,Los Angeles Lakers,119
1970-04-13,playoffs,New York Knicks,112,Milwaukee Bucks,111
1970-04-14,playoffs,Atlanta Hawks,94,Los Angeles Lakers,105
1970-04-17,playoffs,Los Angeles Lakers,115,Atlanta Hawks,114
1970-04-17,playoffs,Milwaukee Bucks,101,New York Knicks,96
1970-04-19,playoffs,Los Angeles Lakers,133,Atlanta Hawks,114
1970-04-19,playoffs,Milwaukee Bucks,105,New York Knicks,117
1970-04-20,playoffs,New York Knicks,132,Milwaukee Bucks,96
1970-04-24,playoffs,New York Knicks,124,Los Angeles Lakers,112
1970-04-27,playoffs,New York Knicks,103,Los Angeles Lakers,105
1970-04-29,playoffs,Los Angeles Lakers,108,New York Knicks,111
1970-05-01,playoffs,Los Angeles Lakers,121,New York Knicks,115
1970-05-04,playoffs,New York Knicks,107,Los Angeles Lakers,100
1970-05-06,playoffs,Los Angeles Lakers,135,New York Knicks,113
1970-05-08,playoffs,New York Knicks,113,Los Angeles Lakers,99
1970-10-13,regular_season,Chicago Bulls,111,San Diego Rockets,96
1970-10-13,regular_season,New York Knicks,114,Boston Celtics,107
1970-10-14,regular_season,Baltimore Bullets,123,San Diego Rockets,105
1970-10-14,regular_season,Buffalo Braves,107,Cleveland Cavaliers,92
1970-10-14,regular_season,Cincinnati Royals,104,New York Knicks,128
1970-10-14,regular_season,Philadelphia 76ers,110,Chicago Bulls,107
1970-10-14,regular_season,Seattle SuperSonics,117,Detroit Pistons,123
1970-10-15,regular_season,Phoenix Suns,119,Boston Celtics,100
1970-10-16,regular_season,Chicago Bulls,102,Los Angeles Lakers,106
1970-10-16,regular_season,Philadelphia 76ers,127,San Diego Rockets,119
1970-10-16,regular_season,Portland Trail Blazers,115,Cleveland Cavaliers,112
1970-10-16,regular_season,San Francisco Warriors,106,Detroit Pistons,120
1970-10-17,regular_season,Atlanta Hawks,98,Milwaukee Bucks,107
1970-10-17,regular_season,Baltimore Bullets,118,Los Angeles Lakers,116
1970-10-17,regular_season,Buffalo Braves,93,San Diego Rockets,102
1970-10-17,regular_season,Cincinnati Royals,105,Philadelphia 76ers,123
1970-10-17,regular_season,New York Knicks,96,Chicago Bulls,99
1970-10-17,regular_season,Phoenix Suns,107,Detroit Pistons,110
1970-10-17,regular_season,San Francisco Warriors,128,Cleveland Cavaliers,108
1970-10-17,regular_season,Seattle SuperSonics,126,Boston Celtics,114
1970-10-18,regular_season,Portland Trail Blazers,115,Boston Celtics,133
1970-10-20,regular_season,Baltimore Bullets,105,San Francisco Warriors,125
1970-10-20,regular_season,Buffalo Braves,89,Philadelphia 76ers,98
1970-10-20,regular_season,Detroit Pistons,115,Milwaukee Bucks,114
1970-10-20,regular_season,New York Knicks,115,Los Angeles Lakers,100
1970-10-20,regular_season,Portland Trail Blazers,120,Cleveland Cavaliers,98
1970-10-20,regular_season,San Diego Rockets,115,Phoenix Suns,114
1970-10-21,regular_season,Atlanta Hawks,102,San Francisco Warriors,100
1970-10-21,regular_season,Boston Celtics,118,Detroit Pistons,121
1970-10-21,regular_season,Cincinnati Royals,105,Baltimore Bullets,117
1970-10-21,regular_season,Philadelphia 76ers,117,Los Angeles Lakers,141
1970-10-21,regular_season,Seattle SuperSonics,110,Phoenix Suns,106
1970-10-22,regular_season,Detroit Pistons,120,Atlanta Hawks,101
1970-10-22,regular_season,New York Knicks,95,San Francisco Warriors,92
1970-10-22,regular_season,San Diego Rockets,140,Cleveland Cavaliers,110
1970-10-23,regular_season,Baltimore Bullets,98,New York Knicks,92
1970-10-23,regular_season,Boston Celtics,131,Cincinnati Royals,126
1970-10-23,regular_season,Los Angeles Lakers,122,Philadelphia 76ers,127
1970-10-23,regular_season,Phoenix Suns,108,Cleveland Cavaliers,104
1970-10-23,regular_season,Seattle SuperSonics,141,Portland Trail Blazers,111
1970-10-24,regular_season,Atlanta Hawks,109,Boston Celtics,113
1970-10-24,regular_season,Buffalo Braves,95,Detroit Pistons,114
